I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.482067012786865234e+01,nan,6.065631866455078125e+01,nan,nan,5.918818950653076172e+00,nan,nan,nan,nan,nan,nan
1.487287330627441406e+01,nan,6.776026916503906250e+01,nan,nan,1.356526947021484375e+01,nan,nan,nan,nan,nan,nan
1.492507648468017578e+01,nan,7.486422729492187500e+01,nan,nan,2.121171951293945312e+01,nan,nan,nan,nan,nan,nan
1.497727966308593750e+01,nan,8.196818542480468750e+01,nan,nan,2.885816955566406250e+01,nan,nan,nan,nan,nan,nan
1.502948284149169922e+01,nan,8.907213592529296875e+01,nan,nan,3.650461959838867188e+01,nan,nan,nan,nan,nan,nan
1.613426971435546875e+01,nan,9.901982116699218750e+01,nan,nan,4.450854873657226562e+01,nan,nan,nan,nan,nan,nan
1.749649620056152344e+01,nan,1.096630096435546875e+02,nan,nan,5.259991073608398438e+01,nan,nan,nan,nan,nan,nan
1.885872077941894531e+01,nan,1.203062057495117188e+02,nan,nan,6.069127273559570312e+01,nan,nan,nan,nan,nan,nan
2.022094726562500000e+01,nan,1.309494018554687500e+02,nan,nan,6.878263092041015625e+01,nan,nan,nan,nan,nan,nan
2.158317375183105469e+01,nan,1.415925903320312500e+02,nan,nan,7.687399291992187500e+01,nan,nan,nan,nan,nan,nan
2.318850898742675781e+01,nan,1.535976104736328125e+02,nan,nan,8.438121795654296875e+01,nan,nan,nan,nan,nan,nan
2.480287742614746094e+01,nan,1.656532135009765625e+02,nan,nan,9.186674499511718750e+01,nan,nan,nan,nan,nan,nan
2.641724395751953125e+01,nan,1.777088165283203125e+02,nan,nan,9.935227203369140625e+01,nan,nan,nan,nan,nan,nan
2.803161048889160156e+01,nan,1.897644195556640625e+02,nan,nan,1.068377914428710938e+02,nan,nan,nan,nan,nan,nan
2.971599769592285156e+01,nan,2.017531127929687500e+02,nan,nan,1.140546951293945312e+02,nan,nan,nan,nan,nan,nan
3.189106178283691406e+01,nan,2.132729034423828125e+02,nan,nan,1.193891754150390625e+02,nan,nan,nan,nan,nan,nan
3.406612777709960938e+01,nan,2.247926940917968750e+02,nan,nan,1.247236480712890625e+02,nan,nan,nan,nan,nan,nan
3.624119186401367188e+01,nan,2.363124847412109375e+02,nan,nan,1.300581207275390625e+02,nan,nan,nan,nan,nan,nan
3.841625595092773438e+01,nan,2.478322753906250000e+02,nan,nan,1.353925933837890625e+02,nan,nan,nan,nan,nan,nan
4.013364410400390625e+01,nan,2.582202148437500000e+02,nan,nan,1.406370697021484375e+02,nan,nan,nan,nan,nan,nan
4.070606994628906250e+01,nan,2.657765808105468750e+02,nan,nan,1.456563720703125000e+02,nan,nan,nan,nan,nan,nan
4.127849578857421875e+01,nan,2.733329467773437500e+02,nan,nan,1.506756744384765625e+02,nan,nan,nan,nan,nan,nan
4.185092163085937500e+01,nan,2.808893432617187500e+02,nan,nan,1.556949768066406250e+02,nan,nan,nan,nan,nan,nan
4.242334747314453125e+01,nan,2.884457092285156250e+02,nan,nan,1.607142791748046875e+02,nan,nan,nan,nan,nan,nan
4.136297225952148438e+01,nan,2.938977355957031250e+02,nan,nan,1.644757995605468750e+02,nan,nan,nan,nan,nan,nan
3.827664566040039062e+01,nan,2.967387084960937500e+02,nan,nan,1.666766967773437500e+02,nan,nan,nan,nan,nan,nan
3.519032287597656250e+01,nan,2.995796813964843750e+02,nan,nan,1.688775787353515625e+02,nan,nan,nan,nan,nan,nan
3.210400009155273438e+01,nan,3.024206542968750000e+02,nan,nan,1.710784759521484375e+02,nan,nan,nan,nan,nan,nan
2.901767539978027344e+01,nan,3.052616271972656250e+02,nan,nan,1.732793579101562500e+02,nan,nan,nan,nan,nan,nan
2.591605758666992188e+01,nan,3.092273864746093750e+02,nan,nan,1.726422119140625000e+02,nan,nan,nan,nan,nan,nan
2.280453681945800781e+01,nan,3.139215087890625000e+02,nan,nan,1.701673583984375000e+02,nan,nan,nan,nan,nan,nan
1.969301605224609375e+01,nan,3.186156311035156250e+02,nan,nan,1.676925048828125000e+02,nan,nan,nan,nan,nan,nan
1.658149528503417969e+01,nan,3.233097534179687500e+02,nan,nan,1.652176513671875000e+02,nan,nan,nan,nan,nan,nan
1.346997451782226562e+01,nan,3.280038757324218750e+02,nan,nan,1.627428131103515625e+02,nan,nan,nan,nan,nan,nan
1.103536796569824219e+01,nan,3.314727783203125000e+02,nan,nan,1.571530303955078125e+02,nan,nan,nan,nan,nan,nan
8.805629730224609375e+00,nan,3.345708618164062500e+02,nan,nan,1.506205291748046875e+02,nan,nan,nan,nan,nan,nan
6.575890064239501953e+00,nan,3.376689453125000000e+02,nan,nan,1.440880279541015625e+02,nan,nan,nan,nan,nan,nan
4.346150875091552734e+00,nan,3.407670288085937500e+02,nan,nan,1.375555267333984375e+02,nan,nan,nan,nan,nan,nan
2.116411924362182617e+00,nan,3.438651123046875000e+02,nan,nan,1.310230255126953125e+02,nan,nan,nan,nan,nan,nan
-4.111643508076667786e-02,nan,3.433675842285156250e+02,nan,nan,1.228179473876953125e+02,nan,nan,nan,nan,nan,nan
-2.193072557449340820e+00,nan,3.425925903320312500e+02,nan,nan,1.144838104248046875e+02,nan,nan,nan,nan,nan,nan
-4.345028877258300781e+00,nan,3.418176269531250000e+02,nan,nan,1.061496658325195312e+02,nan,nan,nan,nan,nan,nan
-6.496984958648681641e+00,nan,3.410426635742187500e+02,nan,nan,9.781552124023437500e+01,nan,nan,nan,nan,nan,nan
-8.689110755920410156e+00,nan,3.400057373046875000e+02,nan,nan,8.952142333984375000e+01,nan,nan,nan,nan,nan,nan
-1.129210281372070312e+01,nan,3.362894287109375000e+02,nan,nan,8.163692474365234375e+01,nan,nan,nan,nan,nan,nan
-1.389509487152099609e+01,nan,3.325730895996093750e+02,nan,nan,7.375242614746093750e+01,nan,nan,nan,nan,nan,nan
-1.649808692932128906e+01,nan,3.288567810058593750e+02,nan,nan,6.586793518066406250e+01,nan,nan,nan,nan,nan,nan
-1.910107994079589844e+01,nan,3.251404724121093750e+02,nan,nan,5.798343276977539062e+01,nan,nan,nan,nan,nan,nan
-2.270588111877441406e+01,nan,3.209809570312500000e+02,nan,nan,5.000652313232421875e+01,nan,nan,nan,nan,nan,nan
-2.931999588012695312e+01,nan,3.154899902343750000e+02,nan,nan,4.175201034545898438e+01,nan,nan,nan,nan,nan,nan
-3.593410873413085938e+01,nan,3.099990539550781250e+02,nan,nan,3.349749755859375000e+01,nan,nan,nan,nan,nan,nan
-4.254822540283203125e+01,nan,3.045081176757812500e+02,nan,nan,2.524298477172851562e+01,nan,nan,nan,nan,nan,nan
-4.916233825683593750e+01,nan,2.990171508789062500e+02,nan,nan,1.698847198486328125e+01,nan,nan,nan,nan,nan,nan
-5.519240951538085938e+01,nan,2.936282653808593750e+02,nan,nan,8.866406440734863281e+00,nan,nan,nan,nan,nan,nan
-6.038360214233398438e+01,nan,2.883859558105468750e+02,nan,nan,9.345786571502685547e-01,nan,nan,nan,nan,nan,nan
-6.557479095458984375e+01,nan,2.831436157226562500e+02,nan,nan,-6.997249126434326172e+00,nan,nan,nan,nan,nan,nan
-7.076598358154296875e+01,nan,2.779013061523437500e+02,nan,nan,-1.492907714843750000e+01,nan,nan,nan,nan,nan,nan
-7.595717620849609375e+01,nan,2.726589965820312500e+02,nan,nan,-2.286090469360351562e+01,nan,nan,nan,nan,nan,nan
-7.916853332519531250e+01,nan,2.670668334960937500e+02,nan,nan,-3.069843482971191406e+01,nan,nan,nan,nan,nan,nan
-8.089332580566406250e+01,nan,2.612120056152343750e+02,nan,nan,-3.846516036987304688e+01,nan,nan,nan,nan,nan,nan
-8.261811828613281250e+01,nan,2.553571624755859375e+02,nan,nan,-4.623188781738281250e+01,nan,nan,nan,nan,nan,nan
-8.434291076660156250e+01,nan,2.495023345947265625e+02,nan,nan,-5.399861526489257812e+01,nan,nan,nan,nan,nan,nan
-8.606771087646484375e+01,nan,2.436474914550781250e+02,nan,nan,-6.176533889770507812e+01,nan,nan,nan,nan,nan,nan
-8.756515502929687500e+01,nan,2.361976318359375000e+02,nan,nan,-6.807926177978515625e+01,nan,nan,nan,nan,nan,nan
-8.897930908203125000e+01,nan,2.281633453369140625e+02,nan,nan,-7.386087036132812500e+01,nan,nan,nan,nan,nan,nan
-9.039346313476562500e+01,nan,2.201290588378906250e+02,nan,nan,-7.964248657226562500e+01,nan,nan,nan,nan,nan,nan
-9.180760955810546875e+01,nan,2.120947723388671875e+02,nan,nan,-8.542409515380859375e+01,nan,nan,nan,nan,nan,nan
-9.322176361083984375e+01,nan,2.040604858398437500e+02,nan,nan,-9.120571136474609375e+01,nan,nan,nan,nan,nan,nan
-9.359593963623046875e+01,nan,1.959586181640625000e+02,nan,nan,-9.484648895263671875e+01,nan,nan,nan,nan,nan,nan
-9.384491729736328125e+01,nan,1.878486022949218750e+02,nan,nan,-9.822953796386718750e+01,nan,nan,nan,nan,nan,nan
-9.409388732910156250e+01,nan,1.797385864257812500e+02,nan,nan,-1.016125869750976562e+02,nan,nan,nan,nan,nan,nan
-9.434286499023437500e+01,nan,1.716285552978515625e+02,nan,nan,-1.049956359863281250e+02,nan,nan,nan,nan,nan,nan
-9.456307983398437500e+01,nan,1.634812927246093750e+02,nan,nan,-1.083432693481445312e+02,nan,nan,nan,nan,nan,nan
-9.427188873291015625e+01,nan,1.546714782714843750e+02,nan,nan,-1.110611801147460938e+02,nan,nan,nan,nan,nan,nan
-9.398069763183593750e+01,nan,1.458616638183593750e+02,nan,nan,-1.137790908813476562e+02,nan,nan,nan,nan,nan,nan
-9.368950653076171875e+01,nan,1.370518493652343750e+02,nan,nan,-1.164970016479492188e+02,nan,nan,nan,nan,nan,nan
-9.339831542968750000e+01,nan,1.282420349121093750e+02,nan,nan,-1.192149124145507812e+02,nan,nan,nan,nan,nan,nan
-9.287599182128906250e+01,nan,1.205462799072265625e+02,nan,nan,-1.215910949707031250e+02,nan,nan,nan,nan,nan,nan
-9.150440216064453125e+01,nan,1.169438400268554688e+02,nan,nan,-1.227117233276367188e+02,nan,nan,nan,nan,nan,nan
-9.013281250000000000e+01,nan,1.133414001464843750e+02,nan,nan,-1.238323516845703125e+02,nan,nan,nan,nan,nan,nan
-8.876122283935546875e+01,nan,1.097389602661132812e+02,nan,nan,-1.249529724121093750e+02,nan,nan,nan,nan,nan,nan
-8.738964080810546875e+01,nan,1.061365127563476562e+02,nan,nan,-1.260736007690429688e+02,nan,nan,nan,nan,nan,nan
-8.607822418212890625e+01,nan,1.038254241943359375e+02,nan,nan,-1.270536270141601562e+02,nan,nan,nan,nan,nan,nan
-8.486724853515625000e+01,nan,1.036699295043945312e+02,nan,nan,-1.277989501953125000e+02,nan,nan,nan,nan,nan,nan
-8.365627288818359375e+01,nan,1.035144348144531250e+02,nan,nan,-1.285442810058593750e+02,nan,nan,nan,nan,nan,nan
-8.244529724121093750e+01,nan,1.033589401245117188e+02,nan,nan,-1.292895965576171875e+02,nan,nan,nan,nan,nan,nan
-8.123432159423828125e+01,nan,1.032034378051757812e+02,nan,nan,-1.300349273681640625e+02,nan,nan,nan,nan,nan,nan
-8.063735961914062500e+01,nan,1.020982971191406250e+02,nan,nan,-1.305970764160156250e+02,nan,nan,nan,nan,nan,nan
-8.057335662841796875e+01,nan,1.001688690185546875e+02,nan,nan,-1.310002136230468750e+02,nan,nan,nan,nan,nan,nan
-8.050936126708984375e+01,nan,9.823944091796875000e+01,nan,nan,-1.314033660888671875e+02,nan,nan,nan,nan,nan,nan
-8.044535827636718750e+01,nan,9.631000518798828125e+01,nan,nan,-1.318065032958984375e+02,nan,nan,nan,nan,nan,nan
-8.038135528564453125e+01,nan,9.438057708740234375e+01,nan,nan,-1.322096557617187500e+02,nan,nan,nan,nan,nan,nan
-8.051876831054687500e+01,nan,9.231288146972656250e+01,nan,nan,-1.327097015380859375e+02,nan,nan,nan,nan,nan,nan
-8.074414825439453125e+01,nan,9.018479156494140625e+01,nan,nan,-1.332520599365234375e+02,nan,nan,nan,nan,nan,nan
-8.096952819824218750e+01,nan,8.805670928955078125e+01,nan,nan,-1.337944183349609375e+02,nan,nan,nan,nan,nan,nan
-8.119490814208984375e+01,nan,8.592862701416015625e+01,nan,nan,-1.343367767333984375e+02,nan,nan,nan,nan,nan,nan
-8.142028808593750000e+01,nan,8.380054473876953125e+01,nan,nan,-1.348791351318359375e+02,nan,nan,nan,nan,nan,nan
-8.172750854492187500e+01,nan,8.377162933349609375e+01,nan,nan,-1.350703735351562500e+02,nan,nan,nan,nan,nan,nan
-8.204842376708984375e+01,nan,8.409376525878906250e+01,nan,nan,-1.352028961181640625e+02,nan,nan,nan,nan,nan,nan
-8.236933135986328125e+01,nan,8.441589355468750000e+01,nan,nan,-1.353354339599609375e+02,nan,nan,nan,nan,nan,nan
-8.269023895263671875e+01,nan,8.473802185058593750e+01,nan,nan,-1.354679565429687500e+02,nan,nan,nan,nan,nan,nan
-8.301914215087890625e+01,nan,8.509925842285156250e+01,nan,nan,-1.355961303710937500e+02,nan,nan,nan,nan,nan,nan
-8.379828643798828125e+01,nan,8.766556549072265625e+01,nan,nan,-1.354792022705078125e+02,nan,nan,nan,nan,nan,nan
-8.457743835449218750e+01,nan,9.023188018798828125e+01,nan,nan,-1.353622589111328125e+02,nan,nan,nan,nan,nan,nan
-8.535659027099609375e+01,nan,9.279818725585937500e+01,nan,nan,-1.352453308105468750e+02,nan,nan,nan,nan,nan,nan
-8.613574218750000000e+01,nan,9.536449432373046875e+01,nan,nan,-1.351283874511718750e+02,nan,nan,nan,nan,nan,nan
-8.664633941650390625e+01,nan,9.772809600830078125e+01,nan,nan,-1.350168609619140625e+02,nan,nan,nan,nan,nan,nan
-8.591778564453125000e+01,nan,9.915637207031250000e+01,nan,nan,-1.349302825927734375e+02,nan,nan,nan,nan,nan,nan
-8.518923950195312500e+01,nan,1.005846557617187500e+02,nan,nan,-1.348436889648437500e+02,nan,nan,nan,nan,nan,nan
-8.446069335937500000e+01,nan,1.020129318237304688e+02,nan,nan,-1.347571105957031250e+02,nan,nan,nan,nan,nan,nan
-8.373214721679687500e+01,nan,1.034412155151367188e+02,nan,nan,-1.346705169677734375e+02,nan,nan,nan,nan,nan,nan
-8.317082214355468750e+01,nan,1.037805175781250000e+02,nan,nan,-1.346141204833984375e+02,nan,nan,nan,nan,nan,nan
-8.293584442138671875e+01,nan,1.019947509765625000e+02,nan,nan,-1.346166229248046875e+02,nan,nan,nan,nan,nan,nan
-8.270085906982421875e+01,nan,1.002089767456054688e+02,nan,nan,-1.346191253662109375e+02,nan,nan,nan,nan,nan,nan
-8.246587371826171875e+01,nan,9.842321014404296875e+01,nan,nan,-1.346216430664062500e+02,nan,nan,nan,nan,nan,nan
-8.223088836669921875e+01,nan,9.663744354248046875e+01,nan,nan,-1.346241455078125000e+02,nan,nan,nan,nan,nan,nan
-8.213623046875000000e+01,nan,9.479528808593750000e+01,nan,nan,-1.347002105712890625e+02,nan,nan,nan,nan,nan,nan
-8.218216705322265625e+01,nan,9.289662170410156250e+01,nan,nan,-1.348500061035156250e+02,nan,nan,nan,nan,nan,nan
-8.222810363769531250e+01,nan,9.099795532226562500e+01,nan,nan,-1.349997863769531250e+02,nan,nan,nan,nan,nan,nan
-8.227404785156250000e+01,nan,8.909928894042968750e+01,nan,nan,-1.351495666503906250e+02,nan,nan,nan,nan,nan,nan
-8.231998443603515625e+01,nan,8.720062255859375000e+01,nan,nan,-1.352993621826171875e+02,nan,nan,nan,nan,nan,nan
-8.235700988769531250e+01,nan,8.704571533203125000e+01,nan,nan,-1.351846313476562500e+02,nan,nan,nan,nan,nan,nan
-8.238944244384765625e+01,nan,8.778825378417968750e+01,nan,nan,-1.349337768554687500e+02,nan,nan,nan,nan,nan,nan
-8.242188262939453125e+01,nan,8.853079223632812500e+01,nan,nan,-1.346829376220703125e+02,nan,nan,nan,nan,nan,nan
-8.245431518554687500e+01,nan,8.927333068847656250e+01,nan,nan,-1.344320831298828125e+02,nan,nan,nan,nan,nan,nan
-8.248675537109375000e+01,nan,9.001586914062500000e+01,nan,nan,-1.341812286376953125e+02,nan,nan,nan,nan,nan,nan
-8.224923706054687500e+01,nan,9.289688873291015625e+01,nan,nan,-1.338579254150390625e+02,nan,nan,nan,nan,nan,nan
-8.195282745361328125e+01,nan,9.624443817138671875e+01,nan,nan,-1.335188140869140625e+02,nan,nan,nan,nan,nan,nan
-8.165641784667968750e+01,nan,9.959198760986328125e+01,nan,nan,-1.331797027587890625e+02,nan,nan,nan,nan,nan,nan
-8.136000823974609375e+01,nan,1.029395370483398438e+02,nan,nan,-1.328405914306640625e+02,nan,nan,nan,nan,nan,nan
-8.106359863281250000e+01,nan,1.062870864868164062e+02,nan,nan,-1.325014801025390625e+02,nan,nan,nan,nan,nan,nan
-8.088087463378906250e+01,nan,1.080693283081054688e+02,nan,nan,-1.310385742187500000e+02,nan,nan,nan,nan,nan,nan
-8.070028686523437500e+01,nan,1.098222427368164062e+02,nan,nan,-1.295545959472656250e+02,nan,nan,nan,nan,nan,nan
-8.051969909667968750e+01,nan,1.115751571655273438e+02,nan,nan,-1.280706329345703125e+02,nan,nan,nan,nan,nan,nan
-8.033911132812500000e+01,nan,1.133280715942382812e+02,nan,nan,-1.265866699218750000e+02,nan,nan,nan,nan,nan,nan
-8.031104278564453125e+01,nan,1.156977462768554688e+02,nan,nan,-1.238577728271484375e+02,nan,nan,nan,nan,nan,nan
-8.120225524902343750e+01,nan,1.217847824096679688e+02,nan,nan,-1.136253814697265625e+02,nan,nan,nan,nan,nan,nan
-8.209346771240234375e+01,nan,1.278718185424804688e+02,nan,nan,-1.033929977416992188e+02,nan,nan,nan,nan,nan,nan
-8.298468017578125000e+01,nan,1.339588623046875000e+02,nan,nan,-9.316060638427734375e+01,nan,nan,nan,nan,nan,nan
-8.387589263916015625e+01,nan,1.400458984375000000e+02,nan,nan,-8.292822265625000000e+01,nan,nan,nan,nan,nan,nan
-8.477539825439453125e+01,nan,1.481599121093750000e+02,nan,nan,-6.948632812500000000e+01,nan,nan,nan,nan,nan,nan
-8.569396972656250000e+01,nan,1.609366149902343750e+02,nan,nan,-4.866155624389648438e+01,nan,nan,nan,nan,nan,nan
-8.661253356933593750e+01,nan,1.737133178710937500e+02,nan,nan,-2.783678436279296875e+01,nan,nan,nan,nan,nan,nan
-8.753110504150390625e+01,nan,1.864900207519531250e+02,nan,nan,-7.012012004852294922e+00,nan,nan,nan,nan,nan,nan
-8.844967651367187500e+01,nan,1.992667236328125000e+02,nan,nan,1.381276035308837891e+01,nan,nan,nan,nan,nan,nan
-9.051885986328125000e+01,nan,2.140069274902343750e+02,nan,nan,3.692263031005859375e+01,nan,nan,nan,nan,nan,nan
-9.391882324218750000e+01,nan,2.310180816650390625e+02,nan,nan,6.267538452148437500e+01,nan,nan,nan,nan,nan,nan
-9.731877899169921875e+01,nan,2.480292358398437500e+02,nan,nan,8.842814636230468750e+01,nan,nan,nan,nan,nan,nan
-1.007187423706054688e+02,nan,2.650403747558593750e+02,nan,nan,1.141809005737304688e+02,nan,nan,nan,nan,nan,nan
-1.041187057495117188e+02,nan,2.820515441894531250e+02,nan,nan,1.399336547851562500e+02,nan,nan,nan,nan,nan,nan
-1.072935333251953125e+02,nan,3.022969360351562500e+02,nan,nan,1.695926513671875000e+02,nan,nan,nan,nan,nan,nan
-1.103329467773437500e+02,nan,3.244879150390625000e+02,nan,nan,2.016014404296875000e+02,nan,nan,nan,nan,nan,nan
-1.133723602294921875e+02,nan,3.466788635253906250e+02,nan,nan,2.336102294921875000e+02,nan,nan,nan,nan,nan,nan
-1.164117660522460938e+02,nan,3.688698425292968750e+02,nan,nan,2.656190185546875000e+02,nan,nan,nan,nan,nan,nan
-1.194511795043945312e+02,nan,3.910608215332031250e+02,nan,nan,2.976278076171875000e+02,nan,nan,nan,nan,nan,nan
-1.210391693115234375e+02,nan,4.295007019042968750e+02,nan,nan,3.342287902832031250e+02,nan,nan,nan,nan,nan,nan
-1.222298583984375000e+02,nan,4.723885192871093750e+02,nan,nan,3.720868530273437500e+02,nan,nan,nan,nan,nan,nan
-1.234205474853515625e+02,nan,5.152763061523437500e+02,nan,nan,4.099449157714843750e+02,nan,nan,nan,nan,nan,nan
-1.246112365722656250e+02,nan,5.581641235351562500e+02,nan,nan,4.478029785156250000e+02,nan,nan,nan,nan,nan,nan
-1.258019256591796875e+02,nan,6.010519409179687500e+02,nan,nan,4.856610412597656250e+02,nan,nan,nan,nan,nan,nan
-1.228648757934570312e+02,nan,6.468952026367187500e+02,nan,nan,5.429287109375000000e+02,nan,nan,nan,nan,nan,nan
-1.196912307739257812e+02,nan,6.929077758789062500e+02,nan,nan,6.013088989257812500e+02,nan,nan,nan,nan,nan,nan
-1.165175857543945312e+02,nan,7.389204101562500000e+02,nan,nan,6.596890869140625000e+02,nan,nan,nan,nan,nan,nan
-1.133439407348632812e+02,nan,7.849330444335937500e+02,nan,nan,7.180692749023437500e+02,nan,nan,nan,nan,nan,nan
-1.106748046875000000e+02,nan,8.322316284179687500e+02,nan,nan,7.754118041992187500e+02,nan,nan,nan,nan,nan,nan
-1.122389144897460938e+02,nan,8.903205566406250000e+02,nan,nan,8.240476684570312500e+02,nan,nan,nan,nan,nan,nan
-1.138030319213867188e+02,nan,9.484095458984375000e+02,nan,nan,8.726835937500000000e+02,nan,nan,nan,nan,nan,nan
-1.153671417236328125e+02,nan,1.006498474121093750e+03,nan,nan,9.213194580078125000e+02,nan,nan,nan,nan,nan,nan
-1.169312515258789062e+02,nan,1.064587402343750000e+03,nan,nan,9.699553222656250000e+02,nan,nan,nan,nan,nan,nan
-1.203258209228515625e+02,nan,1.122106933593750000e+03,nan,nan,1.017277343750000000e+03,nan,nan,nan,nan,nan,nan
-1.287408752441406250e+02,nan,1.178064453125000000e+03,nan,nan,1.060995849609375000e+03,nan,nan,nan,nan,nan,nan
-1.371559295654296875e+02,nan,1.234021972656250000e+03,nan,nan,1.104714233398437500e+03,nan,nan,nan,nan,nan,nan
-1.455709838867187500e+02,nan,1.289979614257812500e+03,nan,nan,1.148432739257812500e+03,nan,nan,nan,nan,nan,nan
-1.539860382080078125e+02,nan,1.345937133789062500e+03,nan,nan,1.192151245117187500e+03,nan,nan,nan,nan,nan,nan
-1.627458343505859375e+02,nan,1.392494262695312500e+03,nan,nan,1.231799438476562500e+03,nan,nan,nan,nan,nan,nan
-1.719665985107421875e+02,nan,1.426482177734375000e+03,nan,nan,1.266005249023437500e+03,nan,nan,nan,nan,nan,nan
-1.811873626708984375e+02,nan,1.460470092773437500e+03,nan,nan,1.300210937500000000e+03,nan,nan,nan,nan,nan,nan
-1.904081268310546875e+02,nan,1.494458007812500000e+03,nan,nan,1.334416748046875000e+03,nan,nan,nan,nan,nan,nan
-1.996288757324218750e+02,nan,1.528445922851562500e+03,nan,nan,1.368622558593750000e+03,nan,nan,nan,nan,nan,nan
-2.070153656005859375e+02,nan,1.563497802734375000e+03,nan,nan,1.394364257812500000e+03,nan,nan,nan,nan,nan,nan
-2.131196594238281250e+02,nan,1.599293579101562500e+03,nan,nan,1.414189453125000000e+03,nan,nan,nan,nan,nan,nan
-2.192239685058593750e+02,nan,1.635089233398437500e+03,nan,nan,1.434014648437500000e+03,nan,nan,nan,nan,nan,nan
-2.253282623291015625e+02,nan,1.670884887695312500e+03,nan,nan,1.453839965820312500e+03,nan,nan,nan,nan,nan,nan
-2.314325714111328125e+02,nan,1.706680664062500000e+03,nan,nan,1.473665161132812500e+03,nan,nan,nan,nan,nan,nan
-2.314860229492187500e+02,nan,1.729113647460937500e+03,nan,nan,1.491743530273437500e+03,nan,nan,nan,nan,nan,nan
-2.295147247314453125e+02,nan,1.747075195312500000e+03,nan,nan,1.509237304687500000e+03,nan,nan,nan,nan,nan,nan
-2.275434265136718750e+02,nan,1.765036621093750000e+03,nan,nan,1.526731079101562500e+03,nan,nan,nan,nan,nan,nan
-2.255721282958984375e+02,nan,1.782998168945312500e+03,nan,nan,1.544224975585937500e+03,nan,nan,nan,nan,nan,nan
-2.236008300781250000e+02,nan,1.800959716796875000e+03,nan,nan,1.561718750000000000e+03,nan,nan,nan,nan,nan,nan
-2.156882171630859375e+02,nan,1.811632080078125000e+03,nan,nan,1.433210815429687500e+03,nan,nan,nan,nan,nan,nan
-2.071877899169921875e+02,nan,1.821583251953125000e+03,nan,nan,1.290258056640625000e+03,nan,nan,nan,nan,nan,nan
-1.986873626708984375e+02,nan,1.831534423828125000e+03,nan,nan,1.147305297851562500e+03,nan,nan,nan,nan,nan,nan
-1.901869354248046875e+02,nan,1.841485717773437500e+03,nan,nan,1.004352539062500000e+03,nan,nan,nan,nan,nan,nan
-1.815243225097656250e+02,nan,1.849317749023437500e+03,nan,nan,8.682969970703125000e+02,nan,nan,nan,nan,nan,nan
-1.707289428710937500e+02,nan,1.829281738281250000e+03,nan,nan,8.229444580078125000e+02,nan,nan,nan,nan,nan,nan
-1.599335632324218750e+02,nan,1.809245605468750000e+03,nan,nan,7.775919799804687500e+02,nan,nan,nan,nan,nan,nan
