I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
2.043953491210937500e+03,2.234752441406250000e+03,2.221435058593750000e+03,nan,nan,nan,nan,nan,2.107847900390625000e+03,nan,2.282942138671875000e+03,nan
2.046718505859375000e+03,2.235339843750000000e+03,2.222782714843750000e+03,nan,nan,nan,nan,nan,2.107897705078125000e+03,nan,2.280752441406250000e+03,nan
2.049416259765625000e+03,2.236109863281250000e+03,2.223416015625000000e+03,nan,nan,nan,nan,nan,2.107848632812500000e+03,nan,2.279406250000000000e+03,nan
2.052101562500000000e+03,2.236913085937500000e+03,2.223917968750000000e+03,nan,nan,nan,nan,nan,2.107781494140625000e+03,nan,2.278214843750000000e+03,nan
2.054419677734375000e+03,2.237391357421875000e+03,2.224207763671875000e+03,nan,nan,nan,nan,nan,2.107598388671875000e+03,nan,2.277488769531250000e+03,nan
2.056663085937500000e+03,2.237803466796875000e+03,2.224454101562500000e+03,nan,nan,nan,nan,nan,2.107391845703125000e+03,nan,2.276857421875000000e+03,nan
2.057660644531250000e+03,2.237704345703125000e+03,2.225041748046875000e+03,nan,nan,nan,nan,nan,2.107225830078125000e+03,nan,2.277333007812500000e+03,nan
2.058378662109375000e+03,2.237490478515625000e+03,2.225705810546875000e+03,nan,nan,nan,nan,nan,2.107068847656250000e+03,nan,2.278057128906250000e+03,nan
2.059740722656250000e+03,2.236693847656250000e+03,2.225633056640625000e+03,nan,nan,nan,nan,nan,2.106984130859375000e+03,nan,2.279570312500000000e+03,nan
2.061261230468750000e+03,2.235753417968750000e+03,2.225378906250000000e+03,nan,nan,nan,nan,nan,2.106917236328125000e+03,nan,2.281277587890625000e+03,nan
2.062202880859375000e+03,2.233307861328125000e+03,2.223547363281250000e+03,nan,nan,nan,nan,nan,2.106953857421875000e+03,nan,2.282320800781250000e+03,nan
2.062989257812500000e+03,2.230458496093750000e+03,2.221292968750000000e+03,nan,nan,nan,nan,nan,2.107018310546875000e+03,nan,2.283185791015625000e+03,nan
2.064318603515625000e+03,2.227176025390625000e+03,2.219960937500000000e+03,nan,nan,nan,nan,nan,2.106538330078125000e+03,nan,2.283886474609375000e+03,nan
2.065806152343750000e+03,2.223767089843750000e+03,2.218897705078125000e+03,nan,nan,nan,nan,nan,2.105899658203125000e+03,nan,2.284538818359375000e+03,nan
2.067775146484375000e+03,2.221426025390625000e+03,2.217628906250000000e+03,nan,nan,nan,nan,nan,2.105846679687500000e+03,nan,2.285209472656250000e+03,nan
2.069895751953125000e+03,2.219421630859375000e+03,2.216295166015625000e+03,nan,nan,nan,nan,nan,2.105978027343750000e+03,nan,2.285885742187500000e+03,nan
2.072936279296875000e+03,2.216349609375000000e+03,2.213440429687500000e+03,nan,nan,nan,nan,nan,2.106142578125000000e+03,nan,2.287131835937500000e+03,nan
2.076290039062500000e+03,2.212914062500000000e+03,2.210068115234375000e+03,nan,nan,nan,nan,nan,2.106318359375000000e+03,nan,2.288572021484375000e+03,nan
2.079083251953125000e+03,2.210135742187500000e+03,2.206558593750000000e+03,nan,nan,nan,nan,nan,2.106370605468750000e+03,nan,2.289175048828125000e+03,nan
2.081671630859375000e+03,2.207597656250000000e+03,2.202999023437500000e+03,nan,nan,nan,nan,nan,2.106377685546875000e+03,nan,2.289471679687500000e+03,nan
2.084697265625000000e+03,2.205029296875000000e+03,2.198847656250000000e+03,nan,nan,nan,nan,nan,2.106319091796875000e+03,nan,2.289624755859375000e+03,nan
2.087894531250000000e+03,2.202449218750000000e+03,2.194463867187500000e+03,nan,nan,nan,nan,nan,2.106234619140625000e+03,nan,2.289721191406250000e+03,nan
2.089766601562500000e+03,2.199068603515625000e+03,2.189436523437500000e+03,nan,nan,nan,nan,nan,2.106141357421875000e+03,nan,2.289733398437500000e+03,nan
2.091081298828125000e+03,2.195351562500000000e+03,2.184138427734375000e+03,nan,nan,nan,nan,nan,2.106044677734375000e+03,nan,2.289710449218750000e+03,nan
2.091879882812500000e+03,2.190927978515625000e+03,2.178484375000000000e+03,nan,nan,nan,nan,nan,2.105990234375000000e+03,nan,2.289634277343750000e+03,nan
2.092446289062500000e+03,2.186186767578125000e+03,2.172670166015625000e+03,nan,nan,nan,nan,nan,2.105955078125000000e+03,nan,2.289534179687500000e+03,nan
2.093220458984375000e+03,2.181113281250000000e+03,2.167500000000000000e+03,nan,nan,nan,nan,nan,2.105964843750000000e+03,nan,2.289513183593750000e+03,nan
2.094094238281250000e+03,2.175880371093750000e+03,2.162638671875000000e+03,nan,nan,nan,nan,nan,2.105996337890625000e+03,nan,2.289530029296875000e+03,nan
2.094569335937500000e+03,2.170126220703125000e+03,2.157964599609375000e+03,nan,nan,nan,nan,nan,2.106104980468750000e+03,nan,2.289626464843750000e+03,nan
2.094840576171875000e+03,2.164105468750000000e+03,2.153386230468750000e+03,nan,nan,nan,nan,nan,2.106253417968750000e+03,nan,2.289763671875000000e+03,nan
2.095956787109375000e+03,2.159294677734375000e+03,2.148351318359375000e+03,nan,nan,nan,nan,nan,2.106430664062500000e+03,nan,2.290734863281250000e+03,nan
2.097532958984375000e+03,2.155142822265625000e+03,2.143068115234375000e+03,nan,nan,nan,nan,nan,2.106623535156250000e+03,nan,2.292160400390625000e+03,nan
2.099150878906250000e+03,2.151237304687500000e+03,2.137024902343750000e+03,nan,nan,nan,nan,nan,2.106821533203125000e+03,nan,2.295570068359375000e+03,nan
2.100792968750000000e+03,2.147474365234375000e+03,2.130541503906250000e+03,nan,nan,nan,nan,nan,2.107022460937500000e+03,nan,2.300128662109375000e+03,nan
2.102961425781250000e+03,2.144807617187500000e+03,2.123516845703125000e+03,nan,nan,nan,nan,nan,2.107196289062500000e+03,nan,2.303606445312500000e+03,nan
2.105453369140625000e+03,2.142814697265625000e+03,2.116158935546875000e+03,nan,nan,nan,nan,nan,2.107353759765625000e+03,nan,2.306419677734375000e+03,nan
2.108280761718750000e+03,2.143066162109375000e+03,2.110183593750000000e+03,nan,nan,nan,nan,nan,2.107435546875000000e+03,nan,2.308424316406250000e+03,nan
2.111327148437500000e+03,2.144781494140625000e+03,2.105109863281250000e+03,nan,nan,nan,nan,nan,2.107468017578125000e+03,nan,2.309901611328125000e+03,nan
2.114680175781250000e+03,2.146912353515625000e+03,2.100149658203125000e+03,nan,nan,nan,nan,nan,2.107468505859375000e+03,nan,2.310948974609375000e+03,nan
2.118245361328125000e+03,2.149330566406250000e+03,2.095267578125000000e+03,nan,nan,nan,nan,nan,2.107447265625000000e+03,nan,2.311698974609375000e+03,nan
2.121294189453125000e+03,2.152107177734375000e+03,2.090207519531250000e+03,nan,nan,nan,nan,nan,2.107398437500000000e+03,nan,2.312525390625000000e+03,nan
2.123964355468750000e+03,2.155146484375000000e+03,2.085016357421875000e+03,nan,nan,nan,nan,nan,2.107329345703125000e+03,nan,2.313407714843750000e+03,nan
2.126150146484375000e+03,2.159084716796875000e+03,2.079450439453125000e+03,nan,nan,nan,nan,nan,2.107269287109375000e+03,nan,2.313430664062500000e+03,nan
2.127959228515625000e+03,2.163721435546875000e+03,2.073593261718750000e+03,nan,nan,nan,nan,nan,2.107216552734375000e+03,nan,2.312785888671875000e+03,nan
2.128891113281250000e+03,2.168588378906250000e+03,2.069064208984375000e+03,nan,nan,nan,nan,nan,2.107160400390625000e+03,nan,2.313781738281250000e+03,nan
2.129101318359375000e+03,2.173644287109375000e+03,2.065627685546875000e+03,nan,nan,nan,nan,nan,2.107101318359375000e+03,nan,2.316126708984375000e+03,nan
2.130112792968750000e+03,2.179128906250000000e+03,2.063455078125000000e+03,nan,nan,nan,nan,nan,2.107038574218750000e+03,nan,2.318651367187500000e+03,nan
2.131822021484375000e+03,2.184986816406250000e+03,2.062382568359375000e+03,nan,nan,nan,nan,nan,2.106973144531250000e+03,nan,2.321332763671875000e+03,nan
2.138339843750000000e+03,2.190602294921875000e+03,2.061896484375000000e+03,nan,nan,nan,nan,nan,2.106955566406250000e+03,nan,2.324443115234375000e+03,nan
2.149286376953125000e+03,2.195994873046875000e+03,2.061951171875000000e+03,nan,nan,nan,nan,nan,2.106982421875000000e+03,nan,2.327948486328125000e+03,nan
2.159517578125000000e+03,2.201092041015625000e+03,2.063365478515625000e+03,nan,nan,nan,nan,nan,2.107046386718750000e+03,nan,2.332013916015625000e+03,nan
2.169051757812500000e+03,2.205901611328125000e+03,2.066105468750000000e+03,nan,nan,nan,nan,nan,2.107146484375000000e+03,nan,2.336625000000000000e+03,nan
2.179011474609375000e+03,2.211279541015625000e+03,2.069401855468750000e+03,nan,nan,nan,nan,nan,2.107297851562500000e+03,nan,2.341198242187500000e+03,nan
2.189410156250000000e+03,2.217243652343750000e+03,2.073272460937500000e+03,nan,nan,nan,nan,nan,2.107501953125000000e+03,nan,2.345732177734375000e+03,nan
2.202114257812500000e+03,2.222232666015625000e+03,2.076950439453125000e+03,nan,nan,nan,nan,nan,2.108061035156250000e+03,nan,2.350193115234375000e+03,nan
2.217333251953125000e+03,2.226157714843750000e+03,2.080418457031250000e+03,nan,nan,nan,nan,nan,2.109007080078125000e+03,nan,2.354574218750000000e+03,nan
2.229961181640625000e+03,2.229525634765625000e+03,2.084278320312500000e+03,nan,nan,nan,nan,nan,2.109543457031250000e+03,nan,2.357762695312500000e+03,nan
2.239597412109375000e+03,2.232250488281250000e+03,2.088590820312500000e+03,nan,nan,nan,nan,nan,2.109606689453125000e+03,nan,2.359574462890625000e+03,nan
2.248652587890625000e+03,2.235272705078125000e+03,2.092468505859375000e+03,nan,nan,nan,nan,nan,2.109649169921875000e+03,nan,2.361973388671875000e+03,nan
2.256997070312500000e+03,2.238658691406250000e+03,2.095814697265625000e+03,nan,nan,nan,nan,nan,2.109666259765625000e+03,nan,2.365090087890625000e+03,nan
2.260017089843750000e+03,2.244871582031250000e+03,2.098775634765625000e+03,nan,nan,nan,nan,nan,2.109641845703125000e+03,nan,2.367931884765625000e+03,nan
2.256147216796875000e+03,2.254742187500000000e+03,2.101238037109375000e+03,nan,nan,nan,nan,nan,2.109563964843750000e+03,nan,2.370418457031250000e+03,nan
2.250605957031250000e+03,2.264381347656250000e+03,2.103388183593750000e+03,nan,nan,nan,nan,nan,2.109475097656250000e+03,nan,2.372771484375000000e+03,nan
2.242773925781250000e+03,2.273703369140625000e+03,2.105110351562500000e+03,nan,nan,nan,nan,nan,2.109371582031250000e+03,nan,2.374941406250000000e+03,nan
2.234093261718750000e+03,2.284139892578125000e+03,2.106573974609375000e+03,nan,nan,nan,nan,nan,2.108932861328125000e+03,nan,2.377101074218750000e+03,nan
2.224180175781250000e+03,2.296195800781250000e+03,2.107662353515625000e+03,nan,nan,nan,nan,nan,2.108007568359375000e+03,nan,2.379245605468750000e+03,nan
2.212862304687500000e+03,2.307449951171875000e+03,2.109191650390625000e+03,nan,nan,nan,nan,nan,2.107376708984375000e+03,nan,2.381475585937500000e+03,nan
2.199379882812500000e+03,2.317469238281250000e+03,2.111400146484375000e+03,nan,nan,nan,nan,nan,2.107199462890625000e+03,nan,2.383837402343750000e+03,nan
2.186466796875000000e+03,2.329225341796875000e+03,2.115127685546875000e+03,nan,nan,nan,nan,nan,2.107052978515625000e+03,nan,2.385982910156250000e+03,nan
2.174483886718750000e+03,2.343820312500000000e+03,2.121338623046875000e+03,nan,nan,nan,nan,nan,2.106956542968750000e+03,nan,2.387775390625000000e+03,nan
2.162338134765625000e+03,2.355765625000000000e+03,2.128625976562500000e+03,nan,nan,nan,nan,nan,2.106885253906250000e+03,nan,2.388647705078125000e+03,nan
2.149909423828125000e+03,2.363109375000000000e+03,2.137781738281250000e+03,nan,nan,nan,nan,nan,2.106857421875000000e+03,nan,2.387922607421875000e+03,nan
2.138696044921875000e+03,2.368745361328125000e+03,2.146720947265625000e+03,nan,nan,nan,nan,nan,2.106879638671875000e+03,nan,2.386299316406250000e+03,nan
2.129727539062500000e+03,2.371227783203125000e+03,2.155259765625000000e+03,nan,nan,nan,nan,nan,2.106994384765625000e+03,nan,2.383017333984375000e+03,nan
2.121430664062500000e+03,2.372495849609375000e+03,2.163470703125000000e+03,nan,nan,nan,nan,nan,2.107367919921875000e+03,nan,2.379464843750000000e+03,nan
2.114454589843750000e+03,2.371377685546875000e+03,2.171037109375000000e+03,nan,nan,nan,nan,nan,2.108250488281250000e+03,nan,2.375380371093750000e+03,nan
2.107948486328125000e+03,2.367596679687500000e+03,2.176424316406250000e+03,nan,nan,nan,nan,nan,2.108883789062500000e+03,nan,2.370724853515625000e+03,nan
2.102427490234375000e+03,2.358236816406250000e+03,2.177246582031250000e+03,nan,nan,nan,nan,nan,2.108995361328125000e+03,nan,2.364872802734375000e+03,nan
2.097651367187500000e+03,2.346710449218750000e+03,2.175833740234375000e+03,nan,nan,nan,nan,nan,2.109104492187500000e+03,nan,2.358551269531250000e+03,nan
2.094541015625000000e+03,2.330338867187500000e+03,2.169423583984375000e+03,nan,nan,nan,nan,nan,2.109208496093750000e+03,nan,2.351179687500000000e+03,nan
2.092078125000000000e+03,2.313212646484375000e+03,2.161669433593750000e+03,nan,nan,nan,nan,nan,2.109293701171875000e+03,nan,2.343227050781250000e+03,nan
2.091163574218750000e+03,2.294282714843750000e+03,2.150703125000000000e+03,nan,nan,nan,nan,nan,2.109333984375000000e+03,nan,2.333885498046875000e+03,nan
2.090654541015625000e+03,2.271684326171875000e+03,2.139488769531250000e+03,nan,nan,nan,nan,nan,2.109359130859375000e+03,nan,2.325414794921875000e+03,nan
2.091183349609375000e+03,2.239691162109375000e+03,2.127640136718750000e+03,nan,nan,nan,nan,nan,2.109346679687500000e+03,nan,2.319173339843750000e+03,nan
2.091876464843750000e+03,2.208848632812500000e+03,2.114415771484375000e+03,nan,nan,nan,nan,nan,2.109310302734375000e+03,nan,2.313659179687500000e+03,nan
2.093022216796875000e+03,2.181169677734375000e+03,2.097408203125000000e+03,nan,nan,nan,nan,nan,2.109208740234375000e+03,nan,2.310144042968750000e+03,nan
2.094547363281250000e+03,2.153952392578125000e+03,2.081676757812500000e+03,nan,nan,nan,nan,nan,2.109120605468750000e+03,nan,2.305265869140625000e+03,nan
2.097195556640625000e+03,2.128100585937500000e+03,2.069721191406250000e+03,nan,nan,nan,nan,nan,2.109072753906250000e+03,nan,2.296355468750000000e+03,nan
2.099367919921875000e+03,2.104402099609375000e+03,2.058337890625000000e+03,nan,nan,nan,nan,nan,2.109030517578125000e+03,nan,2.286120849609375000e+03,nan
2.100021484375000000e+03,2.087579345703125000e+03,2.048780517578125000e+03,nan,nan,nan,nan,nan,2.109006347656250000e+03,nan,2.271658691406250000e+03,nan
2.100587646484375000e+03,2.071327880859375000e+03,2.039556030273437500e+03,nan,nan,nan,nan,nan,2.108981689453125000e+03,nan,2.259020263671875000e+03,nan
2.100853027343750000e+03,2.057050537109375000e+03,2.031481689453125000e+03,nan,nan,nan,nan,nan,2.108955322265625000e+03,nan,2.252685058593750000e+03,nan
2.101006103515625000e+03,2.044916381835937500e+03,2.023459838867187500e+03,nan,nan,nan,nan,nan,2.108948486328125000e+03,nan,2.246448242187500000e+03,nan
2.100738525390625000e+03,2.040829101562500000e+03,2.015634399414062500e+03,nan,nan,nan,nan,nan,2.109013916015625000e+03,nan,2.240581054687500000e+03,nan
2.100366699218750000e+03,2.036936279296875000e+03,2.008137329101562500e+03,nan,nan,nan,nan,nan,2.109084472656250000e+03,nan,2.235181152343750000e+03,nan
2.099569091796875000e+03,2.033840454101562500e+03,2.001985473632812500e+03,nan,nan,nan,nan,nan,2.109174560546875000e+03,nan,2.231696044921875000e+03,nan
2.098358642578125000e+03,2.030566650390625000e+03,1.995714599609375000e+03,nan,nan,nan,nan,nan,2.109266601562500000e+03,nan,2.228623046875000000e+03,nan
2.095294189453125000e+03,2.026493408203125000e+03,1.988909423828125000e+03,nan,nan,nan,nan,nan,2.109367187500000000e+03,nan,2.227401123046875000e+03,nan
2.092090576171875000e+03,2.022414306640625000e+03,1.982011230468750000e+03,nan,nan,nan,nan,nan,2.109462890625000000e+03,nan,2.226402343750000000e+03,nan
2.088197998046875000e+03,2.018305419921875000e+03,1.974652587890625000e+03,nan,nan,nan,nan,nan,2.109534912109375000e+03,nan,2.226507568359375000e+03,nan
2.116504882812500000e+03,2.014195800781250000e+03,1.967401367187500000e+03,nan,nan,nan,nan,nan,2.109734130859375000e+03,nan,2.226785888671875000e+03,nan
2.321825683593750000e+03,2.010081909179687500e+03,1.960739746093750000e+03,nan,nan,nan,nan,nan,2.110632568359375000e+03,nan,2.228016113281250000e+03,nan
2.501968994140625000e+03,2.006295776367187500e+03,1.954626708984375000e+03,nan,nan,nan,nan,nan,2.111420654296875000e+03,nan,2.229059570312500000e+03,nan
2.527202148437500000e+03,2.004526367187500000e+03,1.951887451171875000e+03,nan,nan,nan,nan,nan,2.111529296875000000e+03,nan,2.228952880859375000e+03,nan
2.547095703125000000e+03,2.002722167968750000e+03,1.949118896484375000e+03,nan,nan,nan,nan,nan,2.111622314453125000e+03,nan,2.228578369140625000e+03,nan
2.529849365234375000e+03,2.000675903320312500e+03,1.946146728515625000e+03,nan,nan,nan,nan,nan,2.111604980468750000e+03,nan,2.226340332031250000e+03,nan
2.513459472656250000e+03,1.998676269531250000e+03,1.943216918945312500e+03,nan,nan,nan,nan,nan,2.111584716796875000e+03,nan,2.224086181640625000e+03,nan
2.503884033203125000e+03,1.997048217773437500e+03,1.940624145507812500e+03,nan,nan,nan,nan,nan,2.111540039062500000e+03,nan,2.221701660156250000e+03,nan
2.495682617187500000e+03,1.995303100585937500e+03,1.937962036132812500e+03,nan,nan,nan,nan,nan,2.111416015625000000e+03,nan,2.218870117187500000e+03,nan
2.500197509765625000e+03,1.992473754882812500e+03,1.934658691406250000e+03,nan,nan,nan,nan,nan,2.110557617187500000e+03,nan,2.211902099609375000e+03,nan
2.506155273437500000e+03,1.989641479492187500e+03,1.931201538085937500e+03,nan,nan,nan,nan,nan,2.109771484375000000e+03,nan,2.205334472656250000e+03,nan
2.527971435546875000e+03,1.986777343750000000e+03,1.926053955078125000e+03,nan,nan,nan,nan,nan,2.109778808593750000e+03,nan,2.203169677734375000e+03,nan
2.547015136718750000e+03,1.983933105468750000e+03,1.920927734375000000e+03,nan,nan,nan,nan,nan,2.109791748046875000e+03,nan,2.203348388671875000e+03,nan
2.528825195312500000e+03,1.981355590820312500e+03,1.916088012695312500e+03,nan,nan,nan,nan,nan,2.109882812500000000e+03,nan,2.235003173828125000e+03,nan
2.509286376953125000e+03,1.979039306640625000e+03,1.911271240234375000e+03,nan,nan,nan,nan,nan,2.109976562500000000e+03,nan,2.269556884765625000e+03,nan
2.466660156250000000e+03,1.981193969726562500e+03,1.906848876953125000e+03,nan,nan,nan,nan,nan,2.110118896484375000e+03,nan,2.353731689453125000e+03,nan
2.423839843750000000e+03,1.983495849609375000e+03,1.902489135742187500e+03,nan,nan,nan,nan,nan,2.110256591796875000e+03,nan,2.439623291015625000e+03,nan
2.376494628906250000e+03,1.989231201171875000e+03,1.899589721679687500e+03,nan,nan,nan,nan,nan,2.110280029296875000e+03,nan,2.565572509765625000e+03,nan
2.329114501953125000e+03,1.995534912109375000e+03,1.896744384765625000e+03,nan,nan,nan,nan,nan,2.110305419921875000e+03,nan,2.690540771484375000e+03,nan
2.280482421875000000e+03,2.022321655273437500e+03,1.895849121093750000e+03,nan,nan,nan,nan,nan,2.110392822265625000e+03,nan,2.780152099609375000e+03,nan
2.231861328125000000e+03,2.049052734375000000e+03,1.894994018554687500e+03,nan,nan,nan,nan,nan,2.110490234375000000e+03,nan,2.869582031250000000e+03,nan
2.184104736328125000e+03,2.071511474609375000e+03,1.897214843750000000e+03,nan,nan,nan,nan,nan,2.111351562500000000e+03,nan,2.945112792968750000e+03,nan
2.136347900390625000e+03,2.093970214843750000e+03,1.899435791015625000e+03,nan,nan,nan,nan,nan,2.112213134765625000e+03,nan,3.020643554687500000e+03,nan
2.086319335937500000e+03,2.128383544921875000e+03,1.903631103515625000e+03,nan,nan,nan,nan,nan,2.112485351562500000e+03,nan,3.034885742187500000e+03,nan
2.036288208007812500e+03,2.162811767578125000e+03,1.907828857421875000e+03,nan,nan,nan,nan,nan,2.112756835937500000e+03,nan,3.049053710937500000e+03,nan
1.980167724609375000e+03,2.200909179687500000e+03,1.910539794921875000e+03,nan,nan,nan,nan,nan,2.112091064453125000e+03,nan,2.962512207031250000e+03,nan
1.923952636718750000e+03,2.239063476562500000e+03,1.913227416992187500e+03,nan,nan,nan,nan,nan,2.111410888671875000e+03,nan,2.874404541015625000e+03,nan
1.881231811523437500e+03,2.097842041015625000e+03,1.913553833007812500e+03,nan,nan,nan,nan,nan,2.111230957031250000e+03,nan,2.718465087890625000e+03,nan
1.838920043945312500e+03,1.951185058593750000e+03,1.913808715820312500e+03,nan,nan,nan,nan,nan,2.111066162109375000e+03,nan,2.560469970703125000e+03,nan
1.817374877929687500e+03,1.943567749023437500e+03,1.887060058593750000e+03,nan,nan,nan,nan,nan,2.110733642578125000e+03,nan,2.459060791015625000e+03,nan
1.796774414062500000e+03,1.942275634765625000e+03,1.859083129882812500e+03,nan,nan,nan,nan,nan,2.110393554687500000e+03,nan,2.360225830078125000e+03,nan
1.804131347656250000e+03,1.924346191406250000e+03,1.830049316406250000e+03,nan,nan,nan,nan,nan,2.110203857421875000e+03,nan,2.278399414062500000e+03,nan
1.813197631835937500e+03,1.905399414062500000e+03,1.800950927734375000e+03,nan,nan,nan,nan,nan,2.110023437500000000e+03,nan,2.197612792968750000e+03,nan
1.831955810546875000e+03,1.904213500976562500e+03,1.780834472656250000e+03,nan,nan,nan,nan,nan,2.109988525390625000e+03,nan,2.159492919921875000e+03,nan
1.851462768554687500e+03,1.904399780273437500e+03,1.761412109375000000e+03,nan,nan,nan,nan,nan,2.109964843750000000e+03,nan,2.124669433593750000e+03,nan
1.887625976562500000e+03,1.895196289062500000e+03,1.736871215820312500e+03,nan,nan,nan,nan,nan,2.110149169921875000e+03,nan,2.089512207031250000e+03,nan
1.925352905273437500e+03,1.885111328125000000e+03,1.711849853515625000e+03,nan,nan,nan,nan,nan,2.110352783203125000e+03,nan,2.054323730468750000e+03,nan
1.953700683593750000e+03,1.865502563476562500e+03,1.713864501953125000e+03,nan,nan,nan,nan,nan,2.109988281250000000e+03,nan,2.025176879882812500e+03,nan
1.981007324218750000e+03,1.844836547851562500e+03,1.718880249023437500e+03,nan,nan,nan,nan,nan,2.109560546875000000e+03,nan,1.996700683593750000e+03,nan
1.994068237304687500e+03,1.845868286132812500e+03,1.761053955078125000e+03,nan,nan,nan,nan,nan,2.110381347656250000e+03,nan,1.980093505859375000e+03,nan
2.005295776367187500e+03,1.849692260742187500e+03,1.808009765625000000e+03,nan,nan,nan,nan,nan,2.111363037109375000e+03,nan,1.965013671875000000e+03,nan
2.011672119140625000e+03,1.864811767578125000e+03,1.861532348632812500e+03,nan,nan,nan,nan,nan,2.112309326171875000e+03,nan,1.966369506835937500e+03,nan
2.017335693359375000e+03,1.881591186523437500e+03,1.916020019531250000e+03,nan,nan,nan,nan,nan,2.113250244140625000e+03,nan,1.970140747070312500e+03,nan
2.023081298828125000e+03,1.893585571289062500e+03,1.969366333007812500e+03,nan,nan,nan,nan,nan,2.113451416015625000e+03,nan,1.986182983398437500e+03,nan
2.028840698242187500e+03,1.904786499023437500e+03,2.022523437500000000e+03,nan,nan,nan,nan,nan,2.113529541015625000e+03,nan,2.004259887695312500e+03,nan
2.031954956054687500e+03,1.909550048828125000e+03,2.061570800781250000e+03,nan,nan,nan,nan,nan,2.113612304687500000e+03,nan,2.013811523437500000e+03,nan
2.034579223632812500e+03,1.913120727539062500e+03,2.098003906250000000e+03,nan,nan,nan,nan,nan,2.113695800781250000e+03,nan,2.021783325195312500e+03,nan
2.037715209960937500e+03,1.912223510742187500e+03,2.113472167968750000e+03,nan,nan,nan,nan,nan,2.113763916015625000e+03,nan,2.030104858398437500e+03,nan
2.040956298828125000e+03,1.910408325195312500e+03,2.124633544921875000e+03,nan,nan,nan,nan,nan,2.113828857421875000e+03,nan,2.038498168945312500e+03,nan
2.043565917968750000e+03,1.906764770507812500e+03,2.112820800781250000e+03,nan,nan,nan,nan,nan,2.113042480468750000e+03,nan,2.052972900390625000e+03,nan
2.046032592773437500e+03,1.902707397460937500e+03,2.095809326171875000e+03,nan,nan,nan,nan,nan,2.112063720703125000e+03,nan,2.068823730468750000e+03,nan
